16,15,14
16,15,15
16,15,16
16,15,17
16,15,18
16,15,19
16,15,20
16,15,21
16,15,22
16,15,23
16,15,24
16,15,25
16,15,26
16,15,27
16,15,28
16,15,29
16,15,30
16,15,31
16,15,32
16,15,33
16,15,34
16,15,35
16,15,36
16,15,37
16,15,38
16,15,39
16,15,40
16,15,41
16,15,42
16,15,43
16,15,44
16,15,45
16,15,46
16,15,47
16,15,48
16,15,49
16,15,50
16,15,51
16,15,52
16,15,53
16,15,54
16,15,55
16,15,56
16,15,57
16,15,58
16,15,59
16,15,60
16,15,61
16,15,62
16,15,63
16,15,64
16,15,65
16,15,66
16,15,67
16,15,68
16,15,69
16,15,70
16,15,71
16,15,72
16,15,73
16,15,74
16,15,75
16,15,76
16,15,77
16,15,78
16,15,79
16,15,80
16,15,81
16,15,82
16,15,83
16,15,84
16,15,85
16,15,86
16,15,87
16,15,88
16,15,89
16,15,90
16,15,91
16,15,92
16,15,93
16,15,94
16,15,95
16,15,96
16,15,97
16,15,98
16,15,99
16,15,100
16,15,101
16,15,102
16,15,103
16,15,104
16,15,105
16,15,106
16,15,107
16,15,108
16,16,14
16,16,15
16,16,16
16,16,17
16,16,18
16,16,19
16,16,20
16,16,21
16,16,22
16,16,23
16,16,24
16,16,25
16,16,26
16,16,27
16,16,28
16,16,29
16,16,30
16,16,31
16,16,32
16,16,33
16,16,34
16,16,35
16,16,36
16,16,37
16,16,38
16,16,39
16,16,40
16,16,41
16,16,42
16,16,43
16,16,44
16,16,45
16,16,46
16,16,47
16,16,48
16,16,49
16,16,50
16,16,51
16,16,52
16,16,53
16,16,54
16,16,55
16,16,56
16,16,57
16,16,58
16,16,59
16,16,60
16,16,61
16,16,62
16,16,63
16,16,64
16,16,65
16,16,66
16,16,67
16,16,68
16,16,69
16,16,70
16,16,71
16,16,72
16,16,73
16,16,74
16,16,75
16,16,76
16,16,77
16,16,78
16,16,79
16,16,80
16,16,81
16,16,82
16,16,83
16,16,84
16,16,85
16,16,86
16,16,87
16,16,88
16,16,89
16,16,90
16,16,91
16,16,92
16,16,93
16,16,94
16,16,95
16,16,96
16,16,97
16,16,98
16,16,99
16,16,100
16,16,101
16,16,102
16,16,103
16,16,104
16,16,105
16,16,106
16,16,107
16,16,108
16,17,14
16,17,15
16,17,16
16,17,17
16,17,18
16,17,19
16,17,20
16,17,21
16,17,22
16,17,23
16,17,24
16,17,25
16,17,26
16,17,27
16,17,28
16,17,29
16,17,30
16,17,31
16,17,32
16,17,33
16,17,34
16,17,35
16,17,36
16,17,37
16,17,38
16,17,39
16,17,40
16,17,41
16,17,42
16,17,43
16,17,44
16,17,45
16,17,46
16,17,47
16,17,48
16,17,49
16,17,50
16,17,51
16,17,52
16,17,53
16,17,54
16,17,55
16,17,56
16,17,57
16,17,58
16,17,59
16,17,60
16,17,61
16,17,62
16,17,63
16,17,64
16,17,65
16,17,66
16,17,67
16,17,68
16,17,69
16,17,70
16,17,71
16,17,72
16,17,73
16,17,74
16,17,75
16,17,76
16,17,77
16,17,78
16,17,79
16,17,80
16,17,81
16,17,82
16,17,83
16,17,84
16,17,85
16,17,86
16,17,87
16,17,88
16,17,89
16,17,90
16,17,91
16,17,92
16,17,93
16,17,94
16,17,95
16,17,96
16,17,97
16,17,98
16,17,99
16,17,100
16,17,101
16,17,102
16,17,103
16,17,104
16,17,105
16,17,106
16,17,107
16,17,108
16,18,14
16,18,15
16,18,16
16,18,17
16,18,18
16,18,19
16,18,20
16,18,21
16,18,22
16,18,23
16,18,24
16,18,25
16,18,26
16,18,27
16,18,28
16,18,29
16,18,30
16,18,31
16,18,32
16,18,33
16,18,34
16,18,35
16,18,36
16,18,37
16,18,38
16,18,39
16,18,40
16,18,41
16,18,42
16,18,43
16,18,44
16,18,45
16,18,46
16,18,47
16,18,48
16,18,49
16,18,50
16,18,51
16,18,52
16,18,53
16,18,54
16,18,55
16,18,56
16,18,57
16,18,58
16,18,59
16,18,60
16,18,61
16,18,62
16,18,63
16,18,64
16,18,65
16,18,66
16,18,67
16,18,68
16,18,69
16,18,70
16,18,71
16,18,72
16,18,73
16,18,74
16,18,75
16,18,76
16,18,77
16,18,78
16,18,79
16,18,80
